iteration= 0	 chi2= 491888.619278	 time= 0.223059	 cumTime= 0.223059	 edges= 4949	 schur= 0	 lambda= 0.224733	 levenbergIter= 1
iteration= 6	 chi2= 5692.217366	 time= 0.153917	 cumTime= 1.12184	 edges= 4949	 schur= 0	 lambda= 0.006658	 levenbergIter= 1
iteration= 7	 chi2= 3885.069276	 time= 0.147818	 cumTime= 1.26966	 edges= 4949	 schur= 0	 lambda= 0.002780	 levenbergIter= 1
iteration= 8	 chi2= 2477.171481	 time= 0.147931	 cumTime= 1.41759	 edges= 4949	 schur= 0	 lambda= 0.001853	 levenbergIter= 1
iteration= 9	 chi2= 1043.637571	 time= 0.150276	 cumTime= 1.56787	 edges= 4949	 schur= 0	 lambda= 0.001174	 levenbergIter= 1
iteration= 10	 chi2= 730.717869	 time= 0.147962	 cumTime= 1.71583	 edges= 4949	 schur= 0	 lambda= 0.000391	 levenbergIter= 1
iteration= 11	 chi2= 730.398952	 time= 0.148665	 cumTime= 1.8645	 edges= 4949	 schur= 0	 lambda= 0.000130	 levenbergIter= 1
iteration= 12	 chi2= 730.398895	 time= 0.149162	 cumTime= 2.01366	 edges= 4949	 schur= 0	 lambda= 0.000087	 levenbergIter= 1
iteration= 13	 chi2= 730.398895	 time= 0.160186	 cumTime= 2.17384	 edges= 4949	 schur= 0	 lambda= 0.000058	 levenbergIter= 1
iteration= 14	 chi2= 730.398895	 time= 0.787165	 cumTime= 2.96101	 edges= 4949	 schur= 0	 lambda= 0.039584	 levenbergIter= 5
iteration= 15	 chi2= 730.398895	 time= 0.872866	 cumTime= 3.83388	 edges= 4949	 schur= 0	 lambda= 864.731389	 levenbergIter= 6
iteration= 16	 chi2= 730.398895	 time= 1.9252	 cumTime= 5.75908	 edges= 4949	 schur= 0	 lambda= 59423888565345.859375	 levenbergIter= 8
iteration= 0	 chi2= 485842.505242	 time= 0.174963	 cumTime= 0.174963	 edges= 4949	 schur= 0	 lambda= 0.338488	 levenbergIter= 1
iteration= 1	 chi2= 206940.420696	 time= 0.151297	 cumTime= 0.32626	 edges= 4949	 schur= 0	 lambda= 0.225658	 levenbergIter= 1
iteration= 2	 chi2= 89665.182161	 time= 0.152138	 cumTime= 0.478399	 edges= 4949	 schur= 0	 lambda= 0.150439	 levenbergIter= 1
iteration= 3	 chi2= 38623.798834	 time= 0.151636	 cumTime= 0.630035	 edges= 4949	 schur= 0	 lambda= 0.100293	 levenbergIter= 1
iteration= 4	 chi2= 17056.439879	 time= 0.152473	 cumTime= 0.782507	 edges= 4949	 schur= 0	 lambda= 0.066528	 levenbergIter= 1
iteration= 5	 chi2= 9758.517169	 time= 0.152458	 cumTime= 0.934965	 edges= 4949	 schur= 0	 lambda= 0.027396	 levenbergIter= 1
iteration= 6	 chi2= 6207.665984	 time= 0.152748	 cumTime= 1.08771	 edges= 4949	 schur= 0	 lambda= 0.009132	 levenbergIter= 1
iteration= 7	 chi2= 4233.877458	 time= 0.156724	 cumTime= 1.24444	 edges= 4949	 schur= 0	 lambda= 0.003044	 levenbergIter= 1
iteration= 8	 chi2= 2885.366736	 time= 0.152268	 cumTime= 1.39671	 edges= 4949	 schur= 0	 lambda= 0.002029	 levenbergIter= 1
iteration= 9	 chi2= 1394.294025	 time= 0.15148	 cumTime= 1.54819	 edges= 4949	 schur= 0	 lambda= 0.001353	 levenbergIter= 1
iteration= 10	 chi2= 743.336175	 time= 0.152297	 cumTime= 1.70048	 edges= 4949	 schur= 0	 lambda= 0.000451	 levenbergIter= 1
iteration= 11	 chi2= 741.808763	 time= 0.164775	 cumTime= 1.86526	 edges= 4949	 schur= 0	 lambda= 0.000150	 levenbergIter= 1
iteration= 12	 chi2= 741.808521	 time= 0.153181	 cumTime= 2.01844	 edges= 4949	 schur= 0	 lambda= 0.000100	 levenbergIter= 1
iteration= 13	 chi2= 741.808521	 time= 0.151823	 cumTime= 2.17026	 edges= 4949	 schur= 0	 lambda= 0.000067	 levenbergIter= 1
iteration= 14	 chi2= 741.808521	 time= 0.592493	 cumTime= 2.76275	 edges= 4949	 schur= 0	 lambda= 0.002851	 levenbergIter= 4
iteration= 15	 chi2= 741.808521	 time= 0.901541	 cumTime= 3.6643	 edges= 4949	 schur= 0	 lambda= 62.270926	 levenbergIter= 6
iteration= 16	 chi2= 741.808521	 time= 0.630695	 cumTime= 4.29499	 edges= 4949	 schur= 0	 lambda= 2656.892824	 levenbergIter= 4
iteration= 17	 chi2= 741.808521	 time= 1.45455	 cumTime= 5.74954	 edges= 4949	 schur= 0	 lambda= 713204236877.842529	 levenbergIter= 7
iteration= 0	 chi2= 487492.074889	 time= 0.178115	 cumTime= 0.178115	 edges= 4949	 schur= 0	 lambda= 0.472153	 levenbergIter= 1
iteration= 1	 chi2= 230703.891742	 time= 0.156398	 cumTime= 0.334513	 edges= 4949	 schur= 0	 lambda= 0.314768	 levenbergIter= 1
iteration= 2	 chi2= 116049.758285	 time= 0.151785	 cumTime= 0.486299	 edges= 4949	 schur= 0	 lambda= 0.209846	 levenbergIter= 1
iteration= 3	 chi2= 53084.597685	 time= 0.15309	 cumTime= 0.639389	 edges= 4949	 schur= 0	 lambda= 0.139897	 levenbergIter= 1
iteration= 4	 chi2= 24926.016749	 time= 0.152472	 cumTime= 0.79186	 edges= 4949	 schur= 0	 lambda= 0.093265	 levenbergIter= 1
iteration= 5	 chi2= 12963.564332	 time= 0.158308	 cumTime= 0.950168	 edges= 4949	 schur= 0	 lambda= 0.037746	 levenbergIter= 1
iteration= 6	 chi2= 8094.393651	 time= 0.151033	 cumTime= 1.1012	 edges= 4949	 schur= 0	 lambda= 0.012582	 levenbergIter= 1
iteration= 7	 chi2= 5565.031618	 time= 0.151594	 cumTime= 1.25279	 edges= 4949	 schur= 0	 lambda= 0.004194	 levenbergIter= 1
iteration= 8	 chi2= 3807.096630	 time= 0.151065	 cumTime= 1.40386	 edges= 4949	 schur= 0	 lambda= 0.002796	 levenbergIter= 1
iteration= 9	 chi2= 2212.652739	 time= 0.150783	 cumTime= 1.55464	 edges= 4949	 schur= 0	 lambda= 0.001864	 levenbergIter= 1
iteration= 10	 chi2= 874.567157	 time= 0.150612	 cumTime= 1.70525	 edges= 4949	 schur= 0	 lambda= 0.000750	 levenbergIter= 1
iteration= 11	 chi2= 732.188559	 time= 0.150815	 cumTime= 1.85607	 edges= 4949	 schur= 0	 lambda= 0.000250	 levenbergIter= 1
iteration= 12	 chi2= 732.091466	 time= 0.155436	 cumTime= 2.01151	 edges= 4949	 schur= 0	 lambda= 0.000083	 levenbergIter= 1
iteration= 13	 chi2= 732.091449	 time= 0.151899	 cumTime= 2.1634	 edges= 4949	 schur= 0	 lambda= 0.000056	 levenbergIter= 1
iteration= 14	 chi2= 732.091449	 time= 0.151641	 cumTime= 2.31505	 edges= 4949	 schur= 0	 lambda= 0.000037	 levenbergIter= 1
iteration= 15	 chi2= 732.091449	 time= 0.740324	 cumTime= 3.05537	 edges= 4949	 schur= 0	 lambda= 0.025282	 levenbergIter= 5
iteration= 16	 chi2= 732.091449	 time= 0.307257	 cumTime= 3.36263	 edges= 4949	 schur= 0	 lambda= 0.033709	 levenbergIter= 2
iteration= 17	 chi2= 732.091449	 time= 0.444723	 cumTime= 3.80735	 edges= 4949	 schur= 0	 lambda= 0.179781	 levenbergIter= 3
iteration= 18	 chi2= 732.091449	 time= 0.588702	 cumTime= 4.39605	 edges= 4949	 schur= 0	 lambda= 7.670672	 levenbergIter= 4
iteration= 19	 chi2= 732.091449	 time= 0.897545	 cumTime= 5.2936	 edges= 4949	 schur= 0	 lambda= 167568.387355	 levenbergIter= 6
iteration= 0	 chi2= 482301.224991	 time= 0.17135	 cumTime= 0.17135	 edges= 4949	 schur= 0	 lambda= 0.348959	 levenbergIter= 1
iteration= 1	 chi2= 202542.118995	 time= 0.152165	 cumTime= 0.323515	 edges= 4949	 schur= 0	 lambda= 0.232639	 levenbergIter= 1
iteration= 2	 chi2= 89326.500244	 time= 0.152049	 cumTime= 0.475564	 edges= 4949	 schur= 0	 lambda= 0.155093	 levenbergIter= 1
iteration= 3	 chi2= 38441.090735	 time= 0.151751	 cumTime= 0.627315	 edges= 4949	 schur= 0	 lambda= 0.103395	 levenbergIter= 1
iteration= 4	 chi2= 17195.801184	 time= 0.155427	 cumTime= 0.782742	 edges= 4949	 schur= 0	 lambda= 0.066663	 levenbergIter= 1
iteration= 5	 chi2= 9730.455244	 time= 0.152765	 cumTime= 0.935507	 edges= 4949	 schur= 0	 lambda= 0.022221	 levenbergIter= 1
iteration= 6	 chi2= 6042.768482	 time= 0.151723	 cumTime= 1.08723	 edges= 4949	 schur= 0	 lambda= 0.007407	 levenbergIter= 1
iteration= 7	 chi2= 4126.141293	 time= 0.151302	 cumTime= 1.23853	 edges= 4949	 schur= 0	 lambda= 0.002469	 levenbergIter= 1
iteration= 8	 chi2= 2825.201561	 time= 0.152395	 cumTime= 1.39093	 edges= 4949	 schur= 0	 lambda= 0.001646	 levenbergIter= 1
iteration= 9	 chi2= 1282.902252	 time= 0.152587	 cumTime= 1.54351	 edges= 4949	 schur= 0	 lambda= 0.001097	 levenbergIter= 1
iteration= 10	 chi2= 733.741786	 time= 0.155132	 cumTime= 1.69865	 edges= 4949	 schur= 0	 lambda= 0.000366	 levenbergIter= 1
iteration= 11	 chi2= 732.763388	 time= 0.155154	 cumTime= 1.8538	 edges= 4949	 schur= 0	 lambda= 0.000122	 levenbergIter= 1
iteration= 12	 chi2= 732.763237	 time= 0.152916	 cumTime= 2.00672	 edges= 4949	 schur= 0	 lambda= 0.000081	 levenbergIter= 1
iteration= 13	 chi2= 732.763237	 time= 0.155331	 cumTime= 2.16205	 edges= 4949	 schur= 0	 lambda= 0.000054	 levenbergIter= 1
iteration= 14	 chi2= 732.763237	 time= 0.63573	 cumTime= 2.79778	 edges= 4949	 schur= 0	 lambda= 0.002312	 levenbergIter= 4
iteration= 15	 chi2= 732.763237	 time= 1.53078	 cumTime= 4.32856	 edges= 4949	 schur= 0	 lambda= 105923729.778100	 levenbergIter= 9
iteration= 16	 chi2= 732.763237	 time= 1.92123	 cumTime= 6.24979	 edges= 4949	 schur= 0	 lambda= 72310599528.515961	 levenbergIter= 5
iteration= 17	 chi2= 732.763237	 time= 1.4838	 cumTime= 7.73359	 edges= 4949	 schur= 0	 lambda= 4627878369825.021484	 levenbergIter= 3
iteration= 0	 chi2= 483156.406749	 time= 0.161948	 cumTime= 0.161948	 edges= 4949	 schur= 0	 lambda= 0.275748	 levenbergIter= 1
iteration= 1	 chi2= 186013.079719	 time= 0.147285	 cumTime= 0.309233	 edges= 4949	 schur= 0	 lambda= 0.183832	 levenbergIter= 1
iteration= 2	 chi2= 71862.996699	 time= 0.145823	 cumTime= 0.455056	 edges= 4949	 schur= 0	 lambda= 0.122555	 levenbergIter= 1
iteration= 3	 chi2= 27479.966235	 time= 0.149056	 cumTime= 0.604111	 edges= 4949	 schur= 0	 lambda= 0.081703	 levenbergIter= 1
iteration= 4	 chi2= 12522.819676	 time= 0.148451	 cumTime= 0.752562	 edges= 4949	 schur= 0	 lambda= 0.032116	 levenbergIter= 1
iteration= 5	 chi2= 7444.561647	 time= 0.14757	 cumTime= 0.900132	 edges= 4949	 schur= 0	 lambda= 0.010705	 levenbergIter= 1
iteration= 6	 chi2= 4554.871734	 time= 0.157186	 cumTime= 1.05732	 edges= 4949	 schur= 0	 lambda= 0.003568	 levenbergIter= 1
iteration= 7	 chi2= 3196.147106	 time= 0.147876	 cumTime= 1.20519	 edges= 4949	 schur= 0	 lambda= 0.002379	 levenbergIter= 1
iteration= 8	 chi2= 1556.715247	 time= 0.145094	 cumTime= 1.35029	 edges= 4949	 schur= 0	 lambda= 0.001586	 levenbergIter= 1
iteration= 9	 chi2= 732.277237	 time= 0.148453	 cumTime= 1.49874	 edges= 4949	 schur= 0	 lambda= 0.000529	 levenbergIter= 1
iteration= 10	 chi2= 728.193869	 time= 0.144752	 cumTime= 1.64349	 edges= 4949	 schur= 0	 lambda= 0.000176	 levenbergIter= 1
iteration= 11	 chi2= 728.193228	 time= 0.148239	 cumTime= 1.79173	 edges= 4949	 schur= 0	 lambda= 0.000117	 levenbergIter= 1
iteration= 12	 chi2= 728.193227	 time= 0.148673	 cumTime= 1.94041	 edges= 4949	 schur= 0	 lambda= 0.000078	 levenbergIter= 1
iteration= 13	 chi2= 728.193227	 time= 0.458461	 cumTime= 2.39887	 edges= 4949	 schur= 0	 lambda= 0.000418	 levenbergIter= 3
iteration= 14	 chi2= 728.193227	 time= 0.732878	 cumTime= 3.13174	 edges= 4949	 schur= 0	 lambda= 0.285149	 levenbergIter= 5
iteration= 15	 chi2= 728.193227	 time= 1.21323	 cumTime= 4.34497	 edges= 4949	 schur= 0	 lambda= 19595303874.107132	 levenbergIter= 8
iteration= 0	 chi2= 484617.136453	 time= 0.174034	 cumTime= 0.174034	 edges= 4949	 schur= 0	 lambda= 0.364789	 levenbergIter= 1
iteration= 1	 chi2= 209787.081338	 time= 0.15597	 cumTime= 0.330004	 edges= 4949	 schur= 0	 lambda= 0.243193	 levenbergIter= 1
iteration= 2	 chi2= 95519.223981	 time= 0.156747	 cumTime= 0.486751	 edges= 4949	 schur= 0	 lambda= 0.162129	 levenbergIter= 1
iteration= 3	 chi2= 43549.415998	 time= 0.15294	 cumTime= 0.639691	 edges= 4949	 schur= 0	 lambda= 0.108086	 levenbergIter= 1
iteration= 4	 chi2= 19529.997108	 time= 0.209778	 cumTime= 0.84947	 edges= 4949	 schur= 0	 lambda= 0.072057	 levenbergIter= 1
iteration= 5	 chi2= 10803.141836	 time= 0.17287	 cumTime= 1.02234	 edges= 4949	 schur= 0	 lambda= 0.038480	 levenbergIter= 1
iteration= 6	 chi2= 6871.886176	 time= 0.152845	 cumTime= 1.17518	 edges= 4949	 schur= 0	 lambda= 0.012827	 levenbergIter= 1
iteration= 7	 chi2= 4733.918496	 time= 0.162004	 cumTime= 1.33719	 edges= 4949	 schur= 0	 lambda= 0.004276	 levenbergIter= 1
iteration= 8	 chi2= 3157.028171	 time= 0.159727	 cumTime= 1.49692	 edges= 4949	 schur= 0	 lambda= 0.002551	 levenbergIter= 1
iteration= 9	 chi2= 1837.313953	 time= 0.157151	 cumTime= 1.65407	 edges= 4949	 schur= 0	 lambda= 0.001701	 levenbergIter= 1
iteration= 10	 chi2= 769.493604	 time= 0.153269	 cumTime= 1.80734	 edges= 4949	 schur= 0	 lambda= 0.000567	 levenbergIter= 1
iteration= 11	 chi2= 732.240214	 time= 0.163134	 cumTime= 1.97047	 edges= 4949	 schur= 0	 lambda= 0.000189	 levenbergIter= 1
iteration= 12	 chi2= 732.227460	 time= 0.170365	 cumTime= 2.14084	 edges= 4949	 schur= 0	 lambda= 0.000068	 levenbergIter= 1
iteration= 13	 chi2= 732.227457	 time= 0.152717	 cumTime= 2.29355	 edges= 4949	 schur= 0	 lambda= 0.000045	 levenbergIter= 1
iteration= 14	 chi2= 732.227457	 time= 0.474525	 cumTime= 2.76808	 edges= 4949	 schur= 0	 lambda= 0.000242	 levenbergIter= 3
iteration= 15	 chi2= 732.227457	 time= 0.899716	 cumTime= 3.66779	 edges= 4949	 schur= 0	 lambda= 5.294855	 levenbergIter= 6
iteration= 16	 chi2= 732.227457	 time= 0.300013	 cumTime= 3.96781	 edges= 4949	 schur= 0	 lambda= 7.059806	 levenbergIter= 2
iteration= 17	 chi2= 732.227457	 time= 0.299799	 cumTime= 4.26761	 edges= 4949	 schur= 0	 lambda= 9.413075	 levenbergIter= 2
iteration= 18	 chi2= 732.227457	 time= 0.157149	 cumTime= 4.42475	 edges= 4949	 schur= 0	 lambda= 6.275383	 levenbergIter= 1
iteration= 19	 chi2= 732.227457	 time= 0.447886	 cumTime= 4.87264	 edges= 4949	 schur= 0	 lambda= 33.468710	 levenbergIter= 3
iteration= 0	 chi2= 482583.757696	 time= 0.174975	 cumTime= 0.174975	 edges= 4949	 schur= 0	 lambda= 0.341421	 levenbergIter= 1
iteration= 1	 chi2= 201435.170102	 time= 0.156732	 cumTime= 0.331707	 edges= 4949	 schur= 0	 lambda= 0.227614	 levenbergIter= 1
