iteration= 0	 chi2= 98.321957	 time= 0.0156831	 cumTime= 0.0156831	 edges= 4677	 schur= 0	 lambda= 4.911177	 levenbergIter= 1
iteration= 2	 chi2= 4684.458912	 time= 0.00623555	 cumTime= 0.0294658	 edges= 4677	 schur= 0	 lambda= 0.545686	 levenbergIter= 1
iteration= 3	 chi2= 4652.535638	 time= 0.00618941	 cumTime= 0.0356552	 edges= 4677	 schur= 0	 lambda= 0.181895	 levenbergIter= 1
iteration= 4	 chi2= 4634.239388	 time= 0.00542082	 cumTime= 0.041076	 edges= 4677	 schur= 0	 lambda= 0.060632	 levenbergIter= 1
iteration= 5	 chi2= 4623.579361	 time= 0.0062919	 cumTime= 0.0473679	 edges= 4677	 schur= 0	 lambda= 0.020211	 levenbergIter= 1
iteration= 6	 chi2= 4617.954350	 time= 0.00551505	 cumTime= 0.052883	 edges= 4677	 schur= 0	 lambda= 0.006737	 levenbergIter= 1
iteration= 7	 chi2= 4615.093435	 time= 0.00562422	 cumTime= 0.0585072	 edges= 4677	 schur= 0	 lambda= 0.002246	 levenbergIter= 1
iteration= 8	 chi2= 4613.511935	 time= 0.00601289	 cumTime= 0.0645201	 edges= 4677	 schur= 0	 lambda= 0.000749	 levenbergIter= 1
iteration= 9	 chi2= 4612.691619	 time= 0.00585104	 cumTime= 0.0703711	 edges= 4677	 schur= 0	 lambda= 0.000250	 levenbergIter= 1
iteration= 10	 chi2= 4612.394802	 time= 0.00552291	 cumTime= 0.075894	 edges= 4677	 schur= 0	 lambda= 0.000083	 levenbergIter= 1
iteration= 11	 chi2= 4612.323120	 time= 0.00543339	 cumTime= 0.0813274	 edges= 4677	 schur= 0	 lambda= 0.000028	 levenbergIter= 1
iteration= 12	 chi2= 4612.317705	 time= 0.00539891	 cumTime= 0.0867263	 edges= 4677	 schur= 0	 lambda= 0.000018	 levenbergIter= 1
iteration= 13	 chi2= 4612.317637	 time= 0.00536413	 cumTime= 0.0920905	 edges= 4677	 schur= 0	 lambda= 0.000012	 levenbergIter= 1
iteration= 14	 chi2= 4612.317637	 time= 0.00530484	 cumTime= 0.0973953	 edges= 4677	 schur= 0	 lambda= 0.000008	 levenbergIter= 1
iteration= 15	 chi2= 4612.317637	 time= 0.00530974	 cumTime= 0.102705	 edges= 4677	 schur= 0	 lambda= 0.000005	 levenbergIter= 1
iteration= 16	 chi2= 4612.317637	 time= 0.00528064	 cumTime= 0.107986	 edges= 4677	 schur= 0	 lambda= 0.000004	 levenbergIter= 1
iteration= 17	 chi2= 4612.317637	 time= 0.02088	 cumTime= 0.128866	 edges= 4677	 schur= 0	 lambda= 0.002492	 levenbergIter= 5
iteration= 18	 chi2= 4612.317637	 time= 0.0293092	 cumTime= 0.158175	 edges= 4677	 schur= 0	 lambda= 3484.518715	 levenbergIter= 7
iteration= 19	 chi2= 4612.317637	 time= 0.0258398	 cumTime= 0.184015	 edges= 4677	 schur= 0	 lambda= 7307565391.862213	 levenbergIter= 6
iteration= 0	 chi2= 1323.795932	 time= 0.0147563	 cumTime= 0.0147563	 edges= 4677	 schur= 0	 lambda= 4.911177	 levenbergIter= 1
iteration= 1	 chi2= 1296.037830	 time= 0.00863625	 cumTime= 0.0233926	 edges= 4677	 schur= 0	 lambda= 1.637059	 levenbergIter= 1
iteration= 2	 chi2= 1288.518835	 time= 0.00703088	 cumTime= 0.0304234	 edges= 4677	 schur= 0	 lambda= 0.545686	 levenbergIter= 1
iteration= 3	 chi2= 1284.491390	 time= 0.00681262	 cumTime= 0.0372361	 edges= 4677	 schur= 0	 lambda= 0.181895	 levenbergIter= 1
iteration= 4	 chi2= 1282.068283	 time= 0.00625401	 cumTime= 0.0434901	 edges= 4677	 schur= 0	 lambda= 0.060632	 levenbergIter= 1
iteration= 5	 chi2= 1280.858162	 time= 0.00714691	 cumTime= 0.050637	 edges= 4677	 schur= 0	 lambda= 0.020211	 levenbergIter= 1
iteration= 6	 chi2= 1280.380330	 time= 0.00613941	 cumTime= 0.0567764	 edges= 4677	 schur= 0	 lambda= 0.006737	 levenbergIter= 1
iteration= 7	 chi2= 1280.117016	 time= 0.00660303	 cumTime= 0.0633794	 edges= 4677	 schur= 0	 lambda= 0.002246	 levenbergIter= 1
iteration= 8	 chi2= 1279.894817	 time= 0.0067098	 cumTime= 0.0700892	 edges= 4677	 schur= 0	 lambda= 0.000749	 levenbergIter= 1
iteration= 9	 chi2= 1279.773075	 time= 0.00615407	 cumTime= 0.0762433	 edges= 4677	 schur= 0	 lambda= 0.000250	 levenbergIter= 1
iteration= 10	 chi2= 1279.749042	 time= 0.00604418	 cumTime= 0.0822875	 edges= 4677	 schur= 0	 lambda= 0.000083	 levenbergIter= 1
iteration= 11	 chi2= 1279.747863	 time= 0.00601001	 cumTime= 0.0882975	 edges= 4677	 schur= 0	 lambda= 0.000055	 levenbergIter= 1
iteration= 12	 chi2= 1279.747846	 time= 0.00602018	 cumTime= 0.0943176	 edges= 4677	 schur= 0	 lambda= 0.000037	 levenbergIter= 1
iteration= 13	 chi2= 1279.747845	 time= 0.00599222	 cumTime= 0.10031	 edges= 4677	 schur= 0	 lambda= 0.000025	 levenbergIter= 1
iteration= 14	 chi2= 1279.747845	 time= 0.00598311	 cumTime= 0.106293	 edges= 4677	 schur= 0	 lambda= 0.000016	 levenbergIter= 1
iteration= 15	 chi2= 1279.747845	 time= 0.00596988	 cumTime= 0.112263	 edges= 4677	 schur= 0	 lambda= 0.000011	 levenbergIter= 1
iteration= 16	 chi2= 1279.747845	 time= 0.00596304	 cumTime= 0.118226	 edges= 4677	 schur= 0	 lambda= 0.000007	 levenbergIter= 1
iteration= 17	 chi2= 1279.747845	 time= 0.0105173	 cumTime= 0.128743	 edges= 4677	 schur= 0	 lambda= 0.000010	 levenbergIter= 2
iteration= 18	 chi2= 1279.747845	 time= 0.019707	 cumTime= 0.14845	 edges= 4677	 schur= 0	 lambda= 0.000415	 levenbergIter= 4
iteration= 19	 chi2= 1279.747845	 time= 0.0287566	 cumTime= 0.177207	 edges= 4677	 schur= 0	 lambda= 9.074267	 levenbergIter= 6
iteration= 0	 chi2= 3341.258324	 time= 0.0173061	 cumTime= 0.0173061	 edges= 4677	 schur= 0	 lambda= 4.911177	 levenbergIter= 1
iteration= 1	 chi2= 3291.646825	 time= 0.00673816	 cumTime= 0.0240443	 edges= 4677	 schur= 0	 lambda= 1.637059	 levenbergIter= 1
iteration= 2	 chi2= 3275.628411	 time= 0.00588979	 cumTime= 0.0299341	 edges= 4677	 schur= 0	 lambda= 0.545686	 levenbergIter= 1
iteration= 3	 chi2= 3267.062148	 time= 0.00552649	 cumTime= 0.0354605	 edges= 4677	 schur= 0	 lambda= 0.181895	 levenbergIter= 1
iteration= 4	 chi2= 3261.735495	 time= 0.00640968	 cumTime= 0.0418702	 edges= 4677	 schur= 0	 lambda= 0.060632	 levenbergIter= 1
iteration= 5	 chi2= 3258.966491	 time= 0.00540591	 cumTime= 0.0472761	 edges= 4677	 schur= 0	 lambda= 0.020211	 levenbergIter= 1
iteration= 6	 chi2= 3258.061884	 time= 0.00551941	 cumTime= 0.0527955	 edges= 4677	 schur= 0	 lambda= 0.006737	 levenbergIter= 1
iteration= 7	 chi2= 3257.757696	 time= 0.00538998	 cumTime= 0.0581855	 edges= 4677	 schur= 0	 lambda= 0.002246	 levenbergIter= 1
iteration= 8	 chi2= 3257.615942	 time= 0.00536121	 cumTime= 0.0635467	 edges= 4677	 schur= 0	 lambda= 0.000749	 levenbergIter= 1
iteration= 9	 chi2= 3257.580971	 time= 0.0057373	 cumTime= 0.069284	 edges= 4677	 schur= 0	 lambda= 0.000250	 levenbergIter= 1
iteration= 10	 chi2= 3257.577968	 time= 0.00538029	 cumTime= 0.0746643	 edges= 4677	 schur= 0	 lambda= 0.000166	 levenbergIter= 1
iteration= 11	 chi2= 3257.577864	 time= 0.00535611	 cumTime= 0.0800204	 edges= 4677	 schur= 0	 lambda= 0.000111	 levenbergIter= 1
iteration= 12	 chi2= 3257.577857	 time= 0.00552109	 cumTime= 0.0855415	 edges= 4677	 schur= 0	 lambda= 0.000074	 levenbergIter= 1
iteration= 13	 chi2= 3257.577856	 time= 0.00580564	 cumTime= 0.0913472	 edges= 4677	 schur= 0	 lambda= 0.000049	 levenbergIter= 1
iteration= 14	 chi2= 3257.577856	 time= 0.00555676	 cumTime= 0.0969039	 edges= 4677	 schur= 0	 lambda= 0.000033	 levenbergIter= 1
iteration= 15	 chi2= 3257.577856	 time= 0.00572404	 cumTime= 0.102628	 edges= 4677	 schur= 0	 lambda= 0.000022	 levenbergIter= 1
iteration= 16	 chi2= 3257.577856	 time= 0.0176454	 cumTime= 0.120273	 edges= 4677	 schur= 0	 lambda= 0.000935	 levenbergIter= 4
iteration= 17	 chi2= 3257.577856	 time= 0.00534521	 cumTime= 0.125619	 edges= 4677	 schur= 0	 lambda= 0.000623	 levenbergIter= 1
iteration= 18	 chi2= 3257.577856	 time= 0.0172025	 cumTime= 0.142821	 edges= 4677	 schur= 0	 lambda= 0.026585	 levenbergIter= 4
iteration= 19	 chi2= 3257.577856	 time= 0.0132114	 cumTime= 0.156032	 edges= 4677	 schur= 0	 lambda= 0.141785	 levenbergIter= 3
iteration= 0	 chi2= 926.773635	 time= 0.014975	 cumTime= 0.014975	 edges= 4677	 schur= 0	 lambda= 3.951080	 levenbergIter= 1
iteration= 1	 chi2= 912.396987	 time= 0.00652572	 cumTime= 0.0215007	 edges= 4677	 schur= 0	 lambda= 1.317027	 levenbergIter= 1
iteration= 2	 chi2= 908.466348	 time= 0.00630082	 cumTime= 0.0278015	 edges= 4677	 schur= 0	 lambda= 0.439009	 levenbergIter= 1
iteration= 3	 chi2= 906.438547	 time= 0.00548939	 cumTime= 0.0332909	 edges= 4677	 schur= 0	 lambda= 0.146336	 levenbergIter= 1
iteration= 4	 chi2= 905.170691	 time= 0.00622679	 cumTime= 0.0395177	 edges= 4677	 schur= 0	 lambda= 0.048779	 levenbergIter= 1
iteration= 5	 chi2= 904.500658	 time= 0.00541839	 cumTime= 0.0449361	 edges= 4677	 schur= 0	 lambda= 0.016260	 levenbergIter= 1
iteration= 6	 chi2= 904.196470	 time= 0.00550635	 cumTime= 0.0504425	 edges= 4677	 schur= 0	 lambda= 0.005420	 levenbergIter= 1
iteration= 7	 chi2= 904.008996	 time= 0.00542257	 cumTime= 0.055865	 edges= 4677	 schur= 0	 lambda= 0.001807	 levenbergIter= 1
iteration= 8	 chi2= 903.923006	 time= 0.00536739	 cumTime= 0.0612324	 edges= 4677	 schur= 0	 lambda= 0.000602	 levenbergIter= 1
iteration= 9	 chi2= 903.907886	 time= 0.00536118	 cumTime= 0.0665936	 edges= 4677	 schur= 0	 lambda= 0.000201	 levenbergIter= 1
iteration= 10	 chi2= 903.906775	 time= 0.00572067	 cumTime= 0.0723143	 edges= 4677	 schur= 0	 lambda= 0.000134	 levenbergIter= 1
iteration= 11	 chi2= 903.906656	 time= 0.00539528	 cumTime= 0.0777096	 edges= 4677	 schur= 0	 lambda= 0.000089	 levenbergIter= 1
iteration= 12	 chi2= 903.906640	 time= 0.00535851	 cumTime= 0.0830681	 edges= 4677	 schur= 0	 lambda= 0.000059	 levenbergIter= 1
iteration= 13	 chi2= 903.906638	 time= 0.00533459	 cumTime= 0.0884027	 edges= 4677	 schur= 0	 lambda= 0.000040	 levenbergIter= 1
iteration= 14	 chi2= 903.906638	 time= 0.00538992	 cumTime= 0.0937926	 edges= 4677	 schur= 0	 lambda= 0.000026	 levenbergIter= 1
iteration= 15	 chi2= 903.906638	 time= 0.00540084	 cumTime= 0.0991934	 edges= 4677	 schur= 0	 lambda= 0.000018	 levenbergIter= 1
iteration= 16	 chi2= 903.906638	 time= 0.00539886	 cumTime= 0.104592	 edges= 4677	 schur= 0	 lambda= 0.000012	 levenbergIter= 1
iteration= 17	 chi2= 903.906638	 time= 0.0415472	 cumTime= 0.146139	 edges= 4677	 schur= 0	 lambda= 423287579402.024902	 levenbergIter= 10
iteration= 0	 chi2= 1229.449093	 time= 0.0151382	 cumTime= 0.0151382	 edges= 4677	 schur= 0	 lambda= 4.911177	 levenbergIter= 1
iteration= 1	 chi2= 1226.738002	 time= 0.00763262	 cumTime= 0.0227708	 edges= 4677	 schur= 0	 lambda= 1.637059	 levenbergIter= 1
iteration= 2	 chi2= 1226.719000	 time= 0.00614657	 cumTime= 0.0289174	 edges= 4677	 schur= 0	 lambda= 0.545686	 levenbergIter= 1
iteration= 3	 chi2= 1226.714837	 time= 0.00639191	 cumTime= 0.0353093	 edges= 4677	 schur= 0	 lambda= 0.363791	 levenbergIter= 1
iteration= 4	 chi2= 1226.713456	 time= 0.00542025	 cumTime= 0.0407295	 edges= 4677	 schur= 0	 lambda= 0.242527	 levenbergIter= 1
iteration= 5	 chi2= 1226.712756	 time= 0.00615709	 cumTime= 0.0468866	 edges= 4677	 schur= 0	 lambda= 0.161685	 levenbergIter= 1
iteration= 6	 chi2= 1226.712295	 time= 0.00558325	 cumTime= 0.0524699	 edges= 4677	 schur= 0	 lambda= 0.107790	 levenbergIter= 1
iteration= 7	 chi2= 1226.711961	 time= 0.00555528	 cumTime= 0.0580251	 edges= 4677	 schur= 0	 lambda= 0.071860	 levenbergIter= 1
iteration= 8	 chi2= 1226.711725	 time= 0.00608419	 cumTime= 0.0641093	 edges= 4677	 schur= 0	 lambda= 0.047907	 levenbergIter= 1
iteration= 9	 chi2= 1226.711572	 time= 0.00574344	 cumTime= 0.0698528	 edges= 4677	 schur= 0	 lambda= 0.031938	 levenbergIter= 1
iteration= 10	 chi2= 1226.711479	 time= 0.00557739	 cumTime= 0.0754302	 edges= 4677	 schur= 0	 lambda= 0.021292	 levenbergIter= 1
iteration= 11	 chi2= 1226.711421	 time= 0.00538158	 cumTime= 0.0808117	 edges= 4677	 schur= 0	 lambda= 0.014195	 levenbergIter= 1
iteration= 12	 chi2= 1226.711378	 time= 0.0053236	 cumTime= 0.0861353	 edges= 4677	 schur= 0	 lambda= 0.009463	 levenbergIter= 1
iteration= 13	 chi2= 1226.711341	 time= 0.00539272	 cumTime= 0.0915281	 edges= 4677	 schur= 0	 lambda= 0.006309	 levenbergIter= 1
iteration= 14	 chi2= 1226.711311	 time= 0.0053357	 cumTime= 0.0968638	 edges= 4677	 schur= 0	 lambda= 0.004206	 levenbergIter= 1
iteration= 15	 chi2= 1226.711285	 time= 0.00530701	 cumTime= 0.102171	 edges= 4677	 schur= 0	 lambda= 0.002804	 levenbergIter= 1
iteration= 16	 chi2= 1226.711265	 time= 0.00528442	 cumTime= 0.107455	 edges= 4677	 schur= 0	 lambda= 0.001869	 levenbergIter= 1
iteration= 17	 chi2= 1226.711250	 time= 0.00530657	 cumTime= 0.112762	 edges= 4677	 schur= 0	 lambda= 0.001246	 levenbergIter= 1
iteration= 18	 chi2= 1226.711239	 time= 0.00527646	 cumTime= 0.118038	 edges= 4677	 schur= 0	 lambda= 0.000831	 levenbergIter= 1
iteration= 19	 chi2= 1226.711232	 time= 0.0053159	 cumTime= 0.123354	 edges= 4677	 schur= 0	 lambda= 0.000554	 levenbergIter= 1
iteration= 0	 chi2= 3596.190202	 time= 0.01517	 cumTime= 0.01517	 edges= 4677	 schur= 0	 lambda= 4.911177	 levenbergIter= 1
iteration= 1	 chi2= 3498.097206	 time= 0.0058896	 cumTime= 0.0210596	 edges= 4677	 schur= 0	 lambda= 1.637059	 levenbergIter= 1
iteration= 2	 chi2= 3474.153617	 time= 0.00636308	 cumTime= 0.0274227	 edges= 4677	 schur= 0	 lambda= 0.545686	 levenbergIter= 1
iteration= 3	 chi2= 3462.023728	 time= 0.00584138	 cumTime= 0.0332641	 edges= 4677	 schur= 0	 lambda= 0.181895	 levenbergIter= 1
iteration= 4	 chi2= 3455.440943	 time= 0.00547301	 cumTime= 0.0387371	 edges= 4677	 schur= 0	 lambda= 0.060632	 levenbergIter= 1
iteration= 5	 chi2= 3451.649137	 time= 0.00616274	 cumTime= 0.0448998	 edges= 4677	 schur= 0	 lambda= 0.020211	 levenbergIter= 1
iteration= 6	 chi2= 3449.944761	 time= 0.00541298	 cumTime= 0.0503128	 edges= 4677	 schur= 0	 lambda= 0.006737	 levenbergIter= 1
iteration= 7	 chi2= 3449.435402	 time= 0.00548906	 cumTime= 0.0558019	 edges= 4677	 schur= 0	 lambda= 0.002246	 levenbergIter= 1
iteration= 8	 chi2= 3449.235529	 time= 0.0053882	 cumTime= 0.0611901	 edges= 4677	 schur= 0	 lambda= 0.000749	 levenbergIter= 1
iteration= 9	 chi2= 3449.139526	 time= 0.00535238	 cumTime= 0.0665425	 edges= 4677	 schur= 0	 lambda= 0.000250	 levenbergIter= 1
iteration= 10	 chi2= 3449.091829	 time= 0.00565631	 cumTime= 0.0721988	 edges= 4677	 schur= 0	 lambda= 0.000083	 levenbergIter= 1
iteration= 11	 chi2= 3449.078105	 time= 0.00537132	 cumTime= 0.0775701	 edges= 4677	 schur= 0	 lambda= 0.000030	 levenbergIter= 1
iteration= 12	 chi2= 3449.077067	 time= 0.00533862	 cumTime= 0.0829087	 edges= 4677	 schur= 0	 lambda= 0.000020	 levenbergIter= 1
iteration= 13	 chi2= 3449.077052	 time= 0.00532911	 cumTime= 0.0882378	 edges= 4677	 schur= 0	 lambda= 0.000013	 levenbergIter= 1
iteration= 14	 chi2= 3449.077052	 time= 0.00531759	 cumTime= 0.0935554	 edges= 4677	 schur= 0	 lambda= 0.000009	 levenbergIter= 1
iteration= 15	 chi2= 3449.077052	 time= 0.00535359	 cumTime= 0.098909	 edges= 4677	 schur= 0	 lambda= 0.000006	 levenbergIter= 1
iteration= 16	 chi2= 3449.077052	 time= 0.0251648	 cumTime= 0.124074	 edges= 4677	 schur= 0	 lambda= 0.127373	 levenbergIter= 6
iteration= 17	 chi2= 3449.077052	 time= 0.0376088	 cumTime= 0.161683	 edges= 4677	 schur= 0	 lambda= 4481524609411.007812	 levenbergIter= 9
iteration= 0	 chi2= 1298.367251	 time= 0.0154124	 cumTime= 0.0154124	 edges= 4677	 schur= 0	 lambda= 4.911177	 levenbergIter= 1
iteration= 1	 chi2= 1267.512189	 time= 0.00637056	 cumTime= 0.021783	 edges= 4677	 schur= 0	 lambda= 1.637059	 levenbergIter= 1
iteration= 2	 chi2= 1259.600384	 time= 0.00602628	 cumTime= 0.0278093	 edges= 4677	 schur= 0	 lambda= 0.545686	 levenbergIter= 1
iteration= 3	 chi2= 1255.310529	 time= 0.00555402	 cumTime= 0.0333633	 edges= 4677	 schur= 0	 lambda= 0.181895	 levenbergIter= 1
iteration= 4	 chi2= 1252.681060	 time= 0.00621036	 cumTime= 0.0395736	 edges= 4677	 schur= 0	 lambda= 0.060632	 levenbergIter= 1
iteration= 5	 chi2= 1251.071521	 time= 0.00540918	 cumTime= 0.0449828	 edges= 4677	 schur= 0	 lambda= 0.020211	 levenbergIter= 1
iteration= 6	 chi2= 1250.334076	 time= 0.00554517	 cumTime= 0.050528	 edges= 4677	 schur= 0	 lambda= 0.006737	 levenbergIter= 1
iteration= 7	 chi2= 1250.117090	 time= 0.00539225	 cumTime= 0.0559202	 edges= 4677	 schur= 0	 lambda= 0.002246	 levenbergIter= 1
iteration= 8	 chi2= 1250.055875	 time= 0.00533548	 cumTime= 0.0612557	 edges= 4677	 schur= 0	 lambda= 0.000749	 levenbergIter= 1
iteration= 9	 chi2= 1250.041641	 time= 0.00536505	 cumTime= 0.0666208	 edges= 4677	 schur= 0	 lambda= 0.000257	 levenbergIter= 1
iteration= 10	 chi2= 1250.039808	 time= 0.00571542	 cumTime= 0.0723362	 edges= 4677	 schur= 0	 lambda= 0.000171	 levenbergIter= 1
iteration= 11	 chi2= 1250.039560	 time= 0.00540141	 cumTime= 0.0777376	 edges= 4677	 schur= 0	 lambda= 0.000114	 levenbergIter= 1
iteration= 12	 chi2= 1250.039514	 time= 0.00535775	 cumTime= 0.0830954	 edges= 4677	 schur= 0	 lambda= 0.000076	 levenbergIter= 1
iteration= 13	 chi2= 1250.039508	 time= 0.00534051	 cumTime= 0.0884359	 edges= 4677	 schur= 0	 lambda= 0.000051	 levenbergIter= 1
iteration= 14	 chi2= 1250.039508	 time= 0.00536175	 cumTime= 0.0937976	 edges= 4677	 schur= 0	 lambda= 0.000034	 levenbergIter= 1
iteration= 15	 chi2= 1250.039508	 time= 0.00543182	 cumTime= 0.0992294	 edges= 4677	 schur= 0	 lambda= 0.000023	 levenbergIter= 1
iteration= 16	 chi2= 1250.039508	 time= 0.0053522	 cumTime= 0.104582	 edges= 4677	 schur= 0	 lambda= 0.000015	 levenbergIter= 1
iteration= 17	 chi2= 1250.039508	 time= 0.00533592	 cumTime= 0.109918	 edges= 4677	 schur= 0	 lambda= 0.000010	 levenbergIter= 1
iteration= 18	 chi2= 1250.039508	 time= 0.00924661	 cumTime= 0.119164	 edges= 4677	 schur= 0	 lambda= 0.000013	 levenbergIter= 2
iteration= 19	 chi2= 1250.039508	 time= 0.00932957	 cumTime= 0.128494	 edges= 4677	 schur= 0	 lambda= 0.000018	 levenbergIter= 2
iteration= 0	 chi2= 4405.046431	 time= 0.0155316	 cumTime= 0.0155316	 edges= 4677	 schur= 0	 lambda= 4.911177	 levenbergIter= 1
iteration= 1	 chi2= 4163.838794	 time= 0.00599706	 cumTime= 0.0215287	 edges= 4677	 schur= 0	 lambda= 1.637059	 levenbergIter= 1
iteration= 2	 chi2= 4083.135857	 time= 0.0055377	 cumTime= 0.0270664	 edges= 4677	 schur= 0	 lambda= 0.545686	 levenbergIter= 1
iteration= 3	 chi2= 4041.668152	 time= 0.0070065	 cumTime= 0.0340729	 edges= 4677	 schur= 0	 lambda= 0.181895	 levenbergIter= 1
iteration= 4	 chi2= 4015.622587	 time= 0.0055616	 cumTime= 0.0396345	 edges= 4677	 schur= 0	 lambda= 0.060632	 levenbergIter= 1
iteration= 5	 chi2= 4000.114683	 time= 0.00600563	 cumTime= 0.0456401	 edges= 4677	 schur= 0	 lambda= 0.020211	 levenbergIter= 1
iteration= 6	 chi2= 3994.410126	 time= 0.00583226	 cumTime= 0.0514724	 edges= 4677	 schur= 0	 lambda= 0.006737	 levenbergIter= 1
iteration= 7	 chi2= 3992.873474	 time= 0.00543605	 cumTime= 0.0569084	 edges= 4677	 schur= 0	 lambda= 0.002246	 levenbergIter= 1
iteration= 8	 chi2= 3991.917400	 time= 0.00624173	 cumTime= 0.0631502	 edges= 4677	 schur= 0	 lambda= 0.000749	 levenbergIter= 1
iteration= 9	 chi2= 3991.089731	 time= 0.00550348	 cumTime= 0.0686536	 edges= 4677	 schur= 0	 lambda= 0.000250	 levenbergIter= 1
iteration= 10	 chi2= 3990.483554	 time= 0.00568625	 cumTime= 0.0743399	 edges= 4677	 schur= 0	 lambda= 0.000083	 levenbergIter= 1
iteration= 11	 chi2= 3990.286363	 time= 0.00545221	 cumTime= 0.0797921	 edges= 4677	 schur= 0	 lambda= 0.000028	 levenbergIter= 1
iteration= 12	 chi2= 3990.271028	 time= 0.00562335	 cumTime= 0.0854154	 edges= 4677	 schur= 0	 lambda= 0.000009	 levenbergIter= 1
iteration= 13	 chi2= 3990.270837	 time= 0.00549371	 cumTime= 0.0909091	 edges= 4677	 schur= 0	 lambda= 0.000006	 levenbergIter= 1
iteration= 14	 chi2= 3990.270836	 time= 0.00540508	 cumTime= 0.0963142	 edges= 4677	 schur= 0	 lambda= 0.000004	 levenbergIter= 1
iteration= 15	 chi2= 3990.270836	 time= 0.00543254	 cumTime= 0.101747	 edges= 4677	 schur= 0	 lambda= 0.000003	 levenbergIter= 1
iteration= 16	 chi2= 3990.270836	 time= 0.0416173	 cumTime= 0.143364	 edges= 4677	 schur= 0	 lambda= 98652132790.139893	 levenbergIter= 10
iteration= 0	 chi2= 3207.211561	 time= 0.0145434	 cumTime= 0.0145434	 edges= 4677	 schur= 0	 lambda= 3.931283	 levenbergIter= 1
iteration= 1	 chi2= 3127.783885	 time= 0.00592315	 cumTime= 0.0204665	 edges= 4677	 schur= 0	 lambda= 1.310428	 levenbergIter= 1
iteration= 2	 chi2= 3097.944925	 time= 0.00618285	 cumTime= 0.0266494	 edges= 4677	 schur= 0	 lambda= 0.436809	 levenbergIter= 1
iteration= 3	 chi2= 3082.210214	 time= 0.00579579	 cumTime= 0.0324452	 edges= 4677	 schur= 0	 lambda= 0.145603	 levenbergIter= 1
